,AQI,PM10,O3,SO2,PM2.5,NO2,CO,降水量,平均气压,平均两分钟风速,平均气温,平均相对湿度,日期
634,132.0,155.0,195.0,12,93.0,46.0,1.2,0.0,1006.4,1.6,27.0,76.3,2016-09-26
635,55.0,59.0,105.0,8,38.0,22.0,0.9,0.0,1008.4,3.3,24.6,79.5,2016-09-27
636,49.0,49.0,65.0,7,14.0,16.0,0.7,0.0,1010.6,2.766666667,22.0,75.3,2016-09-28
637,34.0,34.0,52.0,7,20.0,21.0,0.6,1.2,1011.5,2.233333333,17.2,81.0,2016-09-29
638,40.0,32.0,50.0,8,20.0,32.0,0.6,1.9,1010.8,1.7,18.1,84.0,2016-09-30
639,62.0,52.0,29.0,8,35.0,49.0,0.8,2.6,1012.0,0.7,19.1,87.8,2016-10-01
640,59.0,68.0,33.0,8,38.0,37.0,0.8,1.3,1011.0,0.5,19.9,92.3,2016-10-02
641,84.0,102.0,66.0,9,62.0,63.0,1.5,0.0,1009.6,0.5,20.5,90.0,2016-10-03
642,79.0,91.0,124.0,12,49.0,63.0,1.3,0.0,1008.9,0.5,22.4,84.8,2016-10-04
643,68.0,85.0,119.0,11,45.0,52.0,0.9,0.0,1011.1,1.5,21.8,84.3,2016-10-05
644,87.0,108.0,125.0,11,64.0,46.0,1.1,0.0,1013.0,1.8,23.4,77.5,2016-10-06
645,79.0,96.0,99.0,10,58.0,35.0,1.0,0.0,1011.9,3.0,24.3,72.3,2016-10-07
646,64.0,74.0,116.0,9,43.0,26.0,0.8,0.0,1015.0,3.4,21.8,66.0,2016-10-08
647,79.0,66.0,134.0,14,33.0,33.0,0.9,0.0,1016.3,3.2,19.8,53.3,2016-10-09
648,55.0,59.0,102.0,11,24.0,31.0,0.7,0.0,1015.9,1.8,18.5,64.0,2016-10-10
649,60.0,69.0,42.0,11,39.0,39.0,0.8,0.5,1016.7,1.6,17.3,78.8,2016-10-11
650,50.0,37.0,31.0,7,30.0,40.0,0.8,0.45,1019.2,1.9,16.4,93.3,2016-10-12
651,53.0,51.0,36.0,8,37.0,41.0,0.7,0.4,1018.9,1.2,16.4,90.5,2016-10-13
652,60.0,69.0,32.0,7,41.0,48.0,0.9,2.3,1017.9,0.6,16.9,89.3,2016-10-14
653,77.0,97.0,45.0,9,56.0,58.0,1.3,0.0,1015.9,0.1,19.5,85.5,2016-10-15
654,43.0,43.0,55.0,7,30.0,33.0,0.9,0.0,1017.0,1.7,19.1,83.5,2016-10-16
655,87.0,86.0,77.0,12,45.0,69.0,1.3,0.0,1015.6,0.6,19.0,83.8,2016-10-17
656,72.0,76.0,102.0,12,40.0,57.0,1.1,0.0,1014.4,1.8,21.0,77.8,2016-10-18
657,113.0,134.0,34.0,10,85.0,64.0,1.6,0.0,1012.7,1.2,20.5,85.3,2016-10-19
658,75.0,69.0,13.0,7,55.0,44.0,1.5,0.0,1009.2,1.6,21.1,95.3,2016-10-20
659,38.0,29.0,40.0,7,15.0,30.0,1.1,0.0,1007.4,2.8,21.9,86.3,2016-10-21
660,35.0,17.0,29.0,5,8.0,28.0,1.2,0.0,1008.1,3.2,18.9,88.8,2016-10-22
661,38.0,22.0,22.0,6,12.0,30.0,1.3,0.0,1013.1,2.45,15.3,83.5,2016-10-23
662,35.0,34.0,10.0,6,15.0,28.0,1.1,1.6,1012.8,1.7,13.0,94.8,2016-10-24
663,49.0,28.0,30.0,6,17.0,39.0,1.2,1.366666667,1013.2,0.9,13.9,88.0,2016-10-25
664,40.0,17.0,12.0,5,11.0,32.0,1.1,1.133333333,1014.4,1.4,13.9,96.5,2016-10-26
665,43.0,37.0,9.0,6,22.0,34.0,1.5,0.9,1014.9,1.0,14.8,95.3,2016-10-27
666,32.0,24.0,50.0,5,15.0,25.0,0.9,0.866666667,1021.5,1.6,13.7,89.3,2016-10-28
667,37.0,20.0,43.0,5,14.0,29.0,0.8,0.833333333,1028.6,2.2,9.9,94.5,2016-10-29
668,53.0,43.0,34.0,7,30.0,42.0,1.0,0.8,1024.8,0.8,11.6,89.5,2016-10-30
669,43.0,28.0,28.0,6,22.0,34.0,0.9,0.0,1026.3,2.5,11.7,90.5,2016-10-31
670,42.0,42.0,27.0,7,28.0,32.0,0.9,0.0,1028.7,2.5,10.9,86.8,2016-11-01
671,53.0,55.0,59.0,7,36.0,37.0,0.8,0.0,1027.2,0.8,11.6,83.3,2016-11-02
672,82.0,94.0,57.0,9,60.0,53.0,1.0,0.0,1022.7,0.6,11.4,87.3,2016-11-03
673,82.0,107.0,64.0,11,60.0,64.0,1.4,0.0,1013.6,1.2,12.6,85.8,2016-11-04
674,97.0,131.0,62.0,18,72.0,77.0,1.5,0.0,1009.4,0.6,15.2,84.8,2016-11-05
675,110.0,128.0,72.0,14,83.0,56.0,1.3,0.0,1013.8,1.7,17.1,82.0,2016-11-06
676,99.0,83.0,44.0,7,74.0,31.0,1.3,0.0,1019.4,3.7,13.1,94.5,2016-11-07
677,67.0,49.0,56.0,8,48.0,25.0,0.8,0.0,1028.3,2.85,10.7,75.0,2016-11-08
678,64.0,53.0,49.0,8,46.0,39.0,0.7,0.0,1028.0,2.0,8.4,84.5,2016-11-09
679,65.0,61.0,61.0,9,47.0,45.0,0.7,0.0,1023.5,1.8,8.3,87.8,2016-11-10
680,74.0,86.0,51.0,14,48.0,59.0,1.1,0.1,1016.5,1.1,10.8,86.5,2016-11-11
681,85.0,114.0,49.0,15,57.0,68.0,1.3,0.0,1014.7,0.6,13.8,86.8,2016-11-12
682,107.0,144.0,29.0,18,80.0,75.0,1.8,0.0,1014.4,0.7,16.0,87.5,2016-11-13
683,122.0,159.0,39.0,16,92.0,82.0,1.9,0.0,1014.7,0.7,17.5,87.0,2016-11-14
684,182.0,172.0,40.0,12,91.0,67.0,1.6,1.2,1018.0,0.9,15.9,90.8,2016-11-15
685,119.0,107.0,42.0,11,90.0,52.0,1.6,0.9,1015.5,1.4,15.2,95.0,2016-11-16
686,54.0,52.0,11.0,7,38.0,37.0,1.2,0.6,1015.4,1.6,14.5,96.3,2016-11-17
687,59.0,68.0,4.0,8,39.0,42.0,1.5,0.3,1011.9,0.4,14.5,97.3,2016-11-18
688,70.0,78.0,20.0,9,51.0,45.0,1.5,0.0,1012.8,0.9,15.7,94.0,2016-11-19
689,93.0,93.0,42.0,10,69.0,44.0,1.6,0.0,1014.9,1.3,15.5,86.3,2016-11-20
690,56.0,61.0,9.0,8,39.0,43.0,1.9,0.0,1013.6,1.5,15.8,90.3,2016-11-21
691,29.0,12.0,39.0,6,9.0,23.0,0.8,0.0,1026.1,1.266666667,3.8,87.5,2016-11-22
692,28.0,21.0,45.0,6,19.0,21.0,0.6,0.0,1032.8,1.033333333,-0.6,88.3,2016-11-23
693,64.0,70.0,38.0,13,46.0,46.0,1.2,0.0,1028.9,0.8,1.0,82.5,2016-11-24
694,70.0,66.0,24.0,11,40.0,56.0,0.8,0.0,1024.1,0.9,5.0,69.5,2016-11-25
695,77.0,78.0,48.0,12,56.0,50.0,0.7,0.0,1024.2,1.6,7.3,70.8,2016-11-26
696,108.0,152.0,47.0,15,81.0,92.0,1.7,0.0,1022.9,0.5,6.2,81.8,2016-11-27
697,104.0,153.0,60.0,14,78.0,79.0,1.4,0.0,1026.5,1.3,7.9,76.8,2016-11-28
698,129.0,156.0,29.0,14,98.0,66.0,1.3,0.0,1027.4,1.2,7.7,84.0,2016-11-29
699,132.0,135.0,55.0,12,100.0,56.0,1.1,0.0,1028.2,1.4,7.9,80.3,2016-11-30
700,162.0,178.0,25.0,15,100.0,91.0,1.7,0.0,1028.0,0.5,5.8,87.5,2016-12-01
701,132.0,166.0,59.0,15,100.0,90.0,1.7,0.0,1026.8,0.4,7.7,82.3,2016-12-02
702,156.0,145.5,46.0,19,101.0,90.0,1.4,0.0,1022.3,1.2,11.8,73.8,2016-12-03
703,134.0,125.0,58.0,13,102.0,57.0,1.2,0.3,1018.9,1.2,10.9,82.8,2016-12-04
704,129.0,152.0,78.0,19,98.0,62.0,1.5,0.0,1021.8,2.6,10.5,72.3,2016-12-05
705,110.0,125.0,64.0,17,83.0,66.0,1.4,0.0,1027.2,0.6,6.2,72.0,2016-12-06
706,165.0,178.0,41.0,16,79.5,112.0,1.6,0.0,1021.5,0.7,6.8,79.3,2016-12-07
707,186.0,176.5,72.0,16,76.0,114.0,1.7,0.0,1016.7,0.9,7.7,81.5,2016-12-08
708,173.0,175.0,87.0,22,72.5,77.0,1.7,0.0,1016.3,1.3,9.6,77.3,2016-12-09
709,93.0,86.0,52.0,11,69.0,44.0,1.0,0.0,1020.8,2.3,8.1,76.3,2016-12-10
710,105.0,102.0,34.0,13,79.0,61.0,1.2,0.0,1018.2,0.9,8.1,85.3,2016-12-11
711,132.0,110.0,9.0,10,100.0,56.0,1.2,1.2,1016.3,1.6,9.3,88.5,2016-12-12
712,155.0,132.0,20.0,8,79.0,40.0,1.3,0.6,1021.0,2.7,8.5,87.3,2016-12-13
713,79.0,50.0,43.0,8,58.0,32.0,1.0,0.0,1028.6,2.8,5.6,80.0,2016-12-14
714,113.0,115.0,54.0,14,85.0,64.0,1.2,0.0,1030.7,0.9,3.4,82.5,2016-12-15
715,143.0,130.0,76.0,17,109.0,73.0,1.3,0.0,1029.9,0.4,3.8,81.3,2016-12-16
716,109.0,114.0,42.0,25,82.0,78.0,1.4,0.0,1022.7,0.9,5.2,72.8,2016-12-17
717,103.0,123.0,50.0,24,77.0,83.0,1.3,0.0,1020.0,0.6,9.9,74.0,2016-12-18
718,120.0,121.0,14.0,15,91.0,80.0,1.3,0.0,1018.8,1.1,10.6,79.5,2016-12-19
719,179.0,119.0,11.0,7,71.5,49.0,1.5,0.0,1019.1,1.2,9.7,96.0,2016-12-20
720,72.0,62.0,36.0,6,52.0,48.0,1.9,0.0,1020.7,2.8,8.2,91.8,2016-12-21
721,94.0,116.0,62.0,10,70.0,69.0,1.7,0.0,1023.6,1.5,6.0,84.3,2016-12-22
722,110.0,122.0,27.0,12,83.0,75.0,1.7,0.0,1023.3,1.0,5.9,83.5,2016-12-23
723,94.0,88.0,19.0,10,70.0,55.0,1.3,0.4,1021.0,2.4,8.0,81.3,2016-12-24
724,73.0,64.0,8.0,6,53.0,40.0,1.1,0.266666667,1020.7,2.3,5.3,95.8,2016-12-25
725,62.0,56.0,16.0,8,44.0,39.0,1.1,0.133333333,1026.0,2.5,5.4,87.5,2016-12-26
726,97.0,91.0,57.0,15,72.0,44.0,1.3,0.0,1031.6,0.9,2.7,83.8,2016-12-27
727,113.0,116.0,41.0,19,85.0,63.0,1.4,0.0,1028.3,0.9,2.0,83.3,2016-12-28
728,133.0,114.0,52.0,14,101.0,55.0,1.3,0.0,1031.6,2.2,2.7,86.3,2016-12-29
729,142.0,144.0,38.0,17,108.0,69.0,1.5,0.0,1027.7,1.1,2.8,83.3,2016-12-30
730,149.0,168.0,32.0,23,110.0,96.0,2.0,0.0,1025.4,0.9,4.8,82.3,2016-12-31
731,147.0,173.0,38.0,25,112.0,95.0,1.9,0.0,1020.5,0.9,9.5,75.8,2017-01-01
732,168.0,159.0,53.0,16,91.0,77.0,1.4,0.0,1022.1,1.1,9.2,78.5,2017-01-02
733,211.0,113.0,35.0,19,70.0,100.0,1.9,0.0,1021.4,0.6,9.8,80.8,2017-01-03
734,232.0,67.0,12.0,13,49.0,88.0,2.2,2.4,1017.5,1.4,10.9,93.0,2017-01-04
735,53.0,21.0,27.0,5,28.0,41.0,1.7,1.8,1017.4,2.4,8.8,97.8,2017-01-05
736,45.0,14.0,38.0,5,17.0,36.0,0.9,1.2,1018.2,2.2,7.7,97.8,2017-01-06
737,46.0,31.0,24.0,5,29.0,37.0,1.0,0.6,1018.0,2.5,6.6,89.0,2017-01-07
738,85.0,76.0,51.0,11,64.0,47.0,1.4,0.0,1020.2,1.2,5.9,87.8,2017-01-08
739,140.0,118.0,56.0,18,109.0,60.0,1.8,0.0,1020.9,1.4,5.1,85.8,2017-01-09
740,119.0,88.0,60.0,11,91.0,44.0,1.4,1.2,1023.2,3.1,6.5,74.5,2017-01-10
741,149.0,106.0,31.0,11,94.0,50.0,1.6,0.0,1025.5,1.4,5.3,82.0,2017-01-11
742,127.0,88.0,49.0,10,97.0,52.0,1.4,0.0,1022.6,1.7,5.9,88.5,2017-01-12
743,112.0,114.0,27.0,10,86.0,80.0,1.6,0.0,1020.8,0.7,3.3,91.8,2017-01-13
744,93.0,99.0,53.0,21,70.0,58.0,1.3,0.0,1023.0,1.8,5.8,71.5,2017-01-14
745,66.0,78.0,41.0,14,49.0,53.0,1.0,0.0,1026.0,1.7,4.9,63.8,2017-01-15
746,95.0,95.0,58.0,15,70.0,59.0,1.2,0.0,1024.5,1.9,3.8,77.0,2017-01-16
747,92.0,97.0,44.0,12,70.0,63.0,1.1,0.0,1024.7,0.8,6.6,71.3,2017-01-17
748,123.0,101.0,22.0,11,95.0,51.0,1.1,0.0,1025.5,0.9,6.0,80.3,2017-01-18
749,145.0,125.0,84.0,12,73.0,35.0,1.1,0.0,1026.9,3.1,7.1,70.8,2017-01-19
750,82.0,112.0,72.0,16,51.0,40.0,0.8,0.0,1031.1,1.3,2.5,60.8,2017-01-20
751,86.0,126.0,69.0,17,64.0,68.0,1.2,0.0,1029.0,1.0,2.6,63.3,2017-01-21
752,134.0,158.0,63.0,18,102.0,83.0,1.6,0.0,1029.7,0.6,2.8,77.0,2017-01-22
753,116.0,124.0,76.0,22,87.0,70.0,1.4,0.0,1027.7,0.6,4.5,75.0,2017-01-23
754,87.0,91.0,78.0,20,66.0,54.0,1.3,0.0,1027.2,1.8,6.9,60.8,2017-01-24
755,106.0,90.0,77.0,11,80.0,48.0,1.2,0.0,1029.0,1.2,7.9,70.8,2017-01-25
756,87.0,77.0,90.0,11,65.0,49.0,1.2,0.0,1024.6,1.5,6.6,82.5,2017-01-26
757,164.0,0.0,69.0,16,0.0,36.0,1.4,0.0,1023.7,1.0,9.7,74.0,2017-01-27
758,197.0,64.0,60.0,22,36.0,39.0,1.7,0.0,1014.0,1.9,11.2,67.3,2017-01-28
759,151.0,128.0,54.0,11,72.0,18.0,1.4,0.0,1019.2,2.9,7.2,78.8,2017-01-29
760,142.0,120.0,71.0,13,108.0,20.0,1.6,0.0,1028.9,3.0,4.9,65.0,2017-01-30
761,91.0,74.0,51.0,10,68.0,24.0,1.3,2.5,1026.0,3.1,3.0,72.3,2017-01-31
762,81.0,48.0,42.0,5,59.0,18.0,1.1,1.1,1030.3,2.4,2.2,85.8,2017-02-01
763,88.0,56.0,45.0,5,67.0,28.0,1.2,0.733333333,1028.5,1.4,2.6,94.5,2017-02-02
764,83.0,50.0,25.0,5,62.0,33.0,1.4,0.366666667,1022.4,0.7,3.8,95.8,2017-02-03
765,61.0,39.0,27.0,7,44.0,28.0,1.3,0.0,1017.8,1.1,6.3,87.0,2017-02-04
766,82.0,69.0,34.0,8,62.0,38.0,1.6,0.0,1017.9,0.8,6.9,86.3,2017-02-05
767,109.0,95.0,42.0,10,83.0,45.0,1.7,0.0,1018.6,1.6,8.1,86.5,2017-02-06
768,72.0,51.0,54.0,8,52.0,29.0,1.1,3.0,1020.2,3.2,5.6,79.5,2017-02-07
769,65.0,43.0,70.0,5,49.0,20.0,0.9,1.5,1026.1,3.2,2.4,83.8,2017-02-08
770,111.0,85.0,82.0,11,84.0,42.0,1.3,0.0,1027.9,0.3,2.3,84.3,2017-02-09
771,83.0,76.0,90.0,17,61.0,53.0,1.1,0.0,1028.2,0.7,2.7,74.3,2017-02-10
772,75.0,76.0,81.0,23,50.0,61.0,1.2,0.0,1029.2,0.9,3.9,70.5,2017-02-11
773,97.0,103.0,103.0,16,73.0,80.0,1.3,0.0,1026.6,1.2,4.3,76.3,2017-02-12
774,105.0,111.0,87.0,28,70.0,92.0,1.5,0.0,1026.7,0.7,6.3,73.8,2017-02-13
775,98.0,101.0,94.0,20,55.0,82.0,1.2,0.0,1027.4,0.8,8.8,70.0,2017-02-14
776,111.0,147.0,89.0,24,81.0,103.0,1.6,0.0,1022.1,1.1,11.1,72.0,2017-02-15
777,119.0,148.0,124.0,20,92.0,83.0,1.4,0.0,1012.8,1.7,16.0,65.3,2017-02-16
778,219.0,142.5,45.0,13,98.5,53.0,1.7,0.0,1020.9,3.7,11.0,72.3,2017-02-17
779,133.0,137.0,33.0,15,105.0,66.0,1.5,0.0,1023.3,1.0,9.5,72.5,2017-02-18
780,178.0,167.0,64.0,14,104.0,69.0,1.6,0.0,1010.1,1.8,13.6,79.5,2017-02-19
781,138.0,143.0,49.0,12,103.0,46.0,1.5,0.0,1012.6,2.033333333,12.9,72.3,2017-02-20
782,54.0,42.0,34.0,7,24.0,32.0,1.0,0.0,1018.4,2.266666667,4.3,79.5,2017-02-21
783,86.0,58.0,52.0,8,62.0,34.0,1.1,0.0,1022.7,2.5,2.5,85.8,2017-02-22
784,83.0,71.0,63.0,15,62.0,54.0,1.2,0.0,1026.4,1.0,6.3,72.0,2017-02-23
785,85.0,85.0,82.0,14,59.0,70.0,1.1,0.0,1025.8,0.8,7.2,76.8,2017-02-24
786,88.0,96.0,103.0,16,64.0,73.0,1.0,0.0,1022.6,0.9,8.7,74.5,2017-02-25
787,103.0,123.0,102.0,15,72.0,89.0,1.2,0.0,1022.7,0.4,9.6,75.8,2017-02-26
788,105.0,140.0,107.0,28,75.0,93.0,1.4,0.0,1022.9,0.6,10.8,72.8,2017-02-27
789,102.0,127.0,106.0,27,75.0,86.0,1.3,0.0,1018.5,1.1,11.1,75.5,2017-02-28
790,89.0,125.0,96.0,12,52.0,53.0,0.9,0.0,1021.1,3.9,12.2,58.5,2017-03-01
791,81.0,112.0,84.0,17,31.0,57.0,0.9,0.0,1023.0,1.2,6.8,61.3,2017-03-02
792,85.0,113.0,87.0,28,46.0,71.0,1.1,0.0,1013.8,1.8,12.4,49.3,2017-03-03
793,102.0,124.0,25.0,18,75.0,84.0,1.4,0.0,1011.9,1.0,10.5,85.0,2017-03-04
794,80.0,78.0,49.0,9,61.0,52.0,1.1,0.0,1014.2,2.0,11.6,84.3,2017-03-05
795,272.0,120.5,82.0,14,69.33333333,72.0,2.0,0.0,1018.5,1.3,9.8,78.8,2017-03-06
796,192.0,163.0,118.0,16,77.66666667,74.0,1.6,0.0,1018.2,1.8,10.5,66.8,2017-03-07
797,113.0,128.0,116.0,20,86.0,76.0,1.2,0.0,1018.8,0.9,9.3,72.8,2017-03-08
798,109.0,146.0,121.0,29,82.0,88.0,1.4,0.0,1014.0,1.5,12.6,66.3,2017-03-09
799,78.0,83.0,86.0,15,59.0,56.0,1.1,0.5,1012.8,1.8,13.5,76.5,2017-03-10
800,104.0,122.0,42.0,15,78.0,81.0,1.4,0.0,1014.2,0.7,14.4,82.5,2017-03-11
801,81.0,69.0,95.0,8,58.0,53.0,1.2,0.0,1013.2,2.6,13.1,88.3,2017-03-12
802,43.0,23.0,86.0,5,27.0,24.0,0.9,0.0,1017.1,2.45,7.8,92.0,2017-03-13
803,58.0,66.0,89.0,12,32.0,44.0,1.1,0.0,1023.5,2.3,9.2,60.5,2017-03-14
804,72.0,71.0,51.0,14,47.0,58.0,1.0,0.6,1019.5,1.1,9.3,72.3,2017-03-15
805,91.0,87.0,78.0,12,69.0,67.0,1.2,0.0,1018.5,1.8,10.0,75.5,2017-03-16
806,101.0,80.0,43.0,10,74.0,82.0,1.2,0.0,1018.1,0.5,8.3,94.8,2017-03-17
807,119.0,88.0,49.0,8,91.0,62.0,1.2,0.0,1019.3,1.5,11.5,85.8,2017-03-18
808,103.0,69.0,25.0,8,77.0,61.0,1.3,0.04,1017.5,0.6,11.3,94.8,2017-03-19
809,60.0,40.0,73.0,5,43.0,33.0,0.9,0.08,1017.9,3.1,10.8,81.0,2017-03-20
810,72.0,58.0,60.0,8,51.0,52.0,1.0,0.12,1020.0,1.2,8.6,89.5,2017-03-21
811,67.0,40.0,58.0,5,35.0,55.0,1.0,0.16,1014.2,1.5,10.2,94.3,2017-03-22
812,62.0,46.0,45.0,7,44.0,44.0,1.2,0.2,1016.5,2.5,10.8,86.5,2017-03-23
813,50.0,38.0,45.0,5,36.0,39.0,0.8,0.1,1020.3,2.5,9.2,93.3,2017-03-24
814,69.0,90.0,81.0,10,43.0,54.0,0.9,0.0,1021.8,1.1,11.4,75.5,2017-03-25
815,99.0,152.0,104.0,12,37.0,68.0,1.0,0.0,1022.3,1.2,13.1,76.8,2017-03-26
816,98.0,148.0,123.0,13,44.0,66.0,1.0,0.0,1018.7,2.2,15.1,69.8,2017-03-27
817,86.0,124.0,92.0,16,48.0,51.0,0.9,0.0,1013.4,2.6,19.4,58.8,2017-03-28
818,98.0,131.0,93.0,14,74.0,43.0,1.2,0.0,1016.8,1.7,16.5,74.3,2017-03-29
819,85.0,72.0,73.0,8,62.0,36.0,1.3,0.0,1014.4,3.9,14.4,88.8,2017-03-30
820,60.0,55.0,113.0,8,41.0,33.0,0.8,0.0,1021.7,2.7,12.5,77.8,2017-03-31
821,90.0,99.0,125.0,10,67.0,64.0,1.1,0.0,1020.9,1.2,13.9,81.5,2017-04-01
822,89.0,95.0,147.0,14,51.0,66.0,1.0,0.0,1018.1,1.5,15.4,75.8,2017-04-02
823,88.0,125.0,86.0,32,58.0,68.0,1.3,0.0,1014.8,2.3,18.5,56.0,2017-04-03
824,92.0,114.0,44.0,21,61.0,74.0,1.3,0.8,1009.8,1.7,18.4,70.3,2017-04-04
825,102.0,91.0,26.0,7,76.0,58.0,1.5,0.533333333,1008.9,1.1,16.8,95.5,2017-04-05
826,50.0,48.0,44.0,6,36.0,39.0,1.2,0.266666667,1007.6,2.1,16.5,95.5,2017-04-06
827,65.0,76.0,80.0,7,47.0,51.0,1.5,0.0,1008.5,1.1,19.2,88.3,2017-04-07
828,62.0,64.0,91.0,9,40.0,42.0,1.7,0.0,1005.4,2.5,21.4,85.8,2017-04-08
829,450.0,10.0,90.0,5,9.0,20.0,1.0,0.0,1007.6,3.2,14.4,94.0,2017-04-09
830,36.0,16.0,72.0,5,12.0,24.0,0.7,0.0,1010.3,3.3,8.7,95.3,2017-04-10
831,57.0,55.0,97.0,7,41.0,39.0,1.1,0.0,1013.7,1.5,12.3,84.3,2017-04-11
832,81.0,90.0,106.0,8,49.0,68.0,1.3,0.0,1016.7,0.6,14.5,86.5,2017-04-12
833,90.0,101.0,132.0,9,52.0,74.0,1.3,0.0,1014.9,1.8,16.3,82.3,2017-04-13
834,76.0,106.0,129.0,10,45.0,61.0,1.1,0.0,1007.8,2.1,20.2,69.5,2017-04-14
835,88.0,127.0,129.0,15,54.0,62.0,1.4,0.0,1007.0,0.9,22.5,77.5,2017-04-15
836,83.0,104.0,47.0,8,55.0,53.0,1.4,0.0,1007.2,2.4,20.8,91.5,2017-04-16
837,56.0,61.0,85.0,7,19.0,25.0,0.7,0.0,1008.5,2.2,18.6,82.5,2017-04-17
838,90.0,137.0,93.0,10,35.0,51.0,1.0,0.0,1004.8,2.0,21.6,72.0,2017-04-18
839,101.0,150.0,57.0,10,52.0,62.0,1.2,1.2,1003.4,2.3,20.4,84.3,2017-04-19
840,68.0,86.0,64.0,7,29.0,36.0,0.8,2.4,1010.4,2.8,16.8,77.0,2017-04-20
841,80.0,111.0,42.0,9,32.0,49.0,0.9,0.0,1013.7,1.6,15.7,78.8,2017-04-21
842,85.0,121.0,125.0,11,35.0,61.0,0.8,0.0,1014.8,1.1,16.3,73.5,2017-04-22
843,87.0,127.0,142.0,10,42.0,71.0,0.9,0.0,1011.2,1.2,17.6,71.8,2017-04-23
844,89.0,129.0,147.0,17,49.0,62.0,1.0,0.0,1009.2,1.0,19.9,70.3,2017-04-24
845,78.0,99.0,89.0,10,52.0,54.0,1.1,0.1,1009.5,2.0,17.9,93.5,2017-04-25
846,76.0,85.0,111.0,7,55.0,26.0,1.1,0.2,1015.7,2.05,17.0,80.3,2017-04-26
847,95.0,77.0,155.0,11,32.0,46.0,0.8,0.0,1017.4,2.1,17.8,59.5,2017-04-27
848,106.0,97.0,167.0,11,41.0,70.0,0.8,0.0,1013.4,1.4,18.0,65.3,2017-04-28
849,91.0,99.0,150.0,12,37.0,67.0,0.8,0.0,1009.6,1.3,19.7,65.0,2017-04-29
850,105.0,119.0,166.0,14,47.0,62.0,0.9,0.0,1006.5,1.4,21.8,67.3,2017-04-30
851,80.0,105.0,53.0,10,59.0,62.0,1.2,0.0,1008.1,1.3,21.2,83.3,2017-05-01
852,81.0,77.0,138.0,9,44.0,44.0,1.0,0.0,1009.6,0.9,21.3,77.3,2017-05-02
853,50.0,45.0,67.0,7,27.0,27.0,1.0,0.0,1006.6,3.0,19.9,86.3,2017-05-03
854,49.0,33.0,99.0,6,17.0,27.0,0.8,0.0,1012.5,2.6,19.6,81.0,2017-05-04
855,85.0,129.0,130.0,8,37.0,42.0,0.9,0.0,1014.6,2.4,21.1,71.8,2017-05-05
856,500.0,0.0,81.0,14,0.0,48.0,1.0,0.1,1016.8,1.3,19.7,64.0,2017-05-06
857,166.0,0.0,21.0,8,0.0,65.0,1.3,0.066666667,1013.9,0.9,17.7,92.0,2017-05-07
858,59.0,55.0,99.0,5,29.0,34.0,0.7,0.033333333,1008.2,1.8,18.4,87.3,2017-05-08
859,63.0,80.0,110.0,6,31.0,52.0,0.9,0.0,1009.6,1.4,21.3,80.3,2017-05-09
860,88.0,121.0,146.0,8,44.0,70.0,1.1,0.0,1009.8,1.2,22.8,77.5,2017-05-10
861,90.0,122.0,75.0,8,58.0,64.0,1.4,0.0,1008.6,2.5,21.6,87.3,2017-05-11
862,79.0,54.0,135.0,5,21.0,36.0,0.7,0.0,1008.1,1.1,22.5,77.5,2017-05-12
863,91.0,96.0,150.0,7,31.0,59.0,0.9,0.0,1005.7,1.5,24.1,79.3,2017-05-13
864,113.0,163.0,175.0,10,60.0,59.0,1.3,0.0,1007.2,1.7,25.8,73.0,2017-05-14
865,69.0,87.0,105.0,6,42.0,37.0,0.9,0.9,1009.6,1.6,22.2,83.5,2017-05-15
866,75.0,88.0,131.0,6,41.0,36.0,0.9,0.0,1009.9,1.2,19.6,77.3,2017-05-16
867,123.0,104.0,186.0,7,44.0,62.0,0.9,0.0,1007.8,1.5,21.9,74.3,2017-05-17
868,120.0,136.0,183.0,10,58.0,60.0,1.2,0.0,1008.4,1.0,24.2,69.0,2017-05-18
869,92.0,118.0,94.0,9,68.0,53.0,1.2,0.3,1007.8,1.3,24.2,75.8,2017-05-19
870,121.0,139.0,184.0,9,75.0,62.0,1.3,0.0,1005.9,0.6,24.6,78.5,2017-05-20
871,103.0,107.0,164.0,8,54.0,45.0,1.1,0.0,1004.4,1.9,26.8,75.5,2017-05-21
872,50.0,49.0,95.0,4,33.0,34.0,0.9,0.0,1004.3,0.9,24.6,92.8,2017-05-22
873,33.0,22.0,67.0,4,13.0,22.0,0.9,0.0,1007.2,3.7,20.4,90.8,2017-05-23
874,76.0,51.0,132.0,6,23.0,27.0,0.7,0.0,1010.9,2.2,21.7,64.0,2017-05-24
875,92.0,81.0,151.0,9,31.0,61.0,0.9,0.0,1010.0,0.5,21.5,67.8,2017-05-25
876,129.0,99.0,192.0,8,45.0,61.0,0.9,0.0,1009.3,0.9,24.1,68.0,2017-05-26
877,138.0,115.0,202.0,10,40.0,69.0,1.0,0.0,1007.8,1.2,24.9,69.0,2017-05-27
878,120.0,129.0,182.0,9,41.0,65.0,1.0,0.0,1006.8,1.0,25.9,64.5,2017-05-28
879,116.0,120.0,178.0,13,45.0,60.0,1.0,0.0,1005.5,1.1,26.5,61.5,2017-05-29
880,88.0,129.0,145.0,9,55.0,62.0,1.0,0.0,1003.3,0.6,26.6,76.3,2017-05-30
881,76.0,102.0,127.0,6,55.0,35.0,1.0,0.0,999.9,1.2,27.4,77.3,2017-05-31
